#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Chromosomes	Organelles	Plasmids	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Plasmodium berghei	5821	PRJNA146	146	Protists	Apicomplexans	17.9546	23.7	GCA_000005395.1	-	-	-	CAAI01	7479	10290	9821	2004/11/15	2009/11/11	Scaffold	Sanger Institute	-
Plasmodium chabaudi chabaudi	31271	PRJNA147	147	Protists	Apicomplexans	16.8934	24.4	GCA_000003075.2	-	-	-	CAAJ01	10690	12471	12252	2004/11/12	2009/11/11	Scaffold	Sanger Institute	-
Plasmodium falciparum 3D7	36329	PRJNA13173	13173	Protists	Apicomplexans	23.2703	19.363	GCA_000002765.1	14	1	-	-	15	5512	5337	1998/12/17	2009/09/16	Chromosome with gaps	Plasmodium falciparum Genome Sequencing Consortium	-
Plasmodium falciparum HB3	137071	PRJNA16340	16340	Protists	Apicomplexans	24.2585	20	GCA_000149665.1	-	-	-	AANS01	1189	-	-	2006/03/27	2014/08/06	Scaffold	Broad Institute	SAMN02953642
Plasmodium falciparum Dd2	57267	PRJNA17829	17829	Protists	Apicomplexans	20.8756	21.1	GCA_000149795.1	-	-	-	AASM01	2837	-	-	2006/09/08	2014/08/06	Scaffold	Broad Institute	SAMN02953660
Plasmodium falciparum VS/1	478864	PRJNA20867	20867	Protists	Apicomplexans	18.8876	21	GCA_000150295.1	-	-	-	ABGS01	5856	-	-	2007/11/09	2014/08/06	Scaffold	Broad Institute	SAMN02953700
Plasmodium falciparum Senegal_V34.04	478863	PRJNA20865	20865	Protists	Apicomplexans	13.2408	20.7	GCA_000150315.1	-	-	-	ABGT01	4329	-	-	2007/11/09	2014/08/06	Scaffold	Broad Institute	SAMN02953701
Plasmodium falciparum RO-33	5834	PRJNA20863	20863	Protists	Apicomplexans	13.7141	21.9	GCA_000150335.1	-	-	-	ABGU01	4991	-	-	2007/11/09	2014/08/06	Scaffold	Broad Institute	SAMN02953702
Plasmodium falciparum K1	5839	PRJNA20861	20861	Protists	Apicomplexans	13.2909	21	GCA_000150355.1	-	-	-	ABGV01	4772	-	-	2007/11/09	2014/08/06	Scaffold	Broad Institute	SAMN02953703
Plasmodium falciparum FCC-2/Hainan	478862	PRJNA20859	20859	Protists	Apicomplexans	12.9639	22.2	GCA_000150375.1	-	-	-	ABGW01	4956	-	-	2007/11/09	2014/08/06	Scaffold	Broad Institute	SAMN02953704
Plasmodium falciparum D10	478861	PRJNA20857	20857	Protists	Apicomplexans	13.3751	21.2	GCA_000150395.1	-	-	-	ABGX01	4471	-	-	2007/11/09	2014/08/06	Scaffold	Broad Institute	SAMN02953705
Plasmodium falciparum D6	478860	PRJNA20853	20853	Protists	Apicomplexans	13.2165	21.5	GCA_000150415.1	-	-	-	ABGY01	5011	-	-	2007/11/09	2014/08/06	Scaffold	Broad Institute	SAMN02953706
Plasmodium falciparum RAJ116	580058	PRJNA33065	33065	Protists	Apicomplexans	14.1396	21.2	GCA_000186025.1	-	-	-	ACBR01	1203	-	-	2009/04/03	2014/08/06	Scaffold	Broad Institute	SAMN02953739
Plasmodium falciparum IGH-CR14	580059	PRJNA33119	33119	Protists	Apicomplexans	21.7753	19.9	GCA_000186055.1	-	-	-	ACBS01	852	-	-	2009/04/03	2014/08/06	Scaffold	Broad Institute	SAMN02953740
Plasmodium knowlesi strain H	5851	PRJEA28803	28803	Protists	Apicomplexans	23.4622	39.1684	GCA_000006355.1	14	-	-	-	14	5161	5102	2008/07/04	2009/04/08	Chromosome with gaps	Wellcome Trust Sanger Institute	-
Plasmodium vivax	5855	PRJNA150	150	Protists	Apicomplexans	27.0137	42.2825	GCA_000002415.2	14	1	-	AAKM01	2748	5506	5392	2005/09/20	2009/11/11	Chromosome	TIGR	SAMN02953638
Plasmodium vivax India VII	1077284	PRJNA65119	65119	Protists	Apicomplexans	27.2075	41	GCA_000320625.1	-	-	-	AFBK01	3358	-	-	2012/07/25	2013/11/01	Contig	Broad Institute	SAMN00710644
Plasmodium vivax Brazil I	1033975	PRJNA67065	67065	Protists	Apicomplexans	28.088	40.4	GCA_000320645.1	-	-	-	AFMK01	1999	-	-	2012/07/25	2013/11/01	Contig	Broad Institute	SAMN00710434
Plasmodium vivax Mauritania I	1035515	PRJNA67237	67237	Protists	Apicomplexans	27.9267	40.5	GCA_000320665.1	-	-	-	AFNI01	1510	-	-	2012/07/25	2013/11/01	Contig	Broad Institute	SAMN00710347
Plasmodium vivax North Korean	1035514	PRJNA67239	67239	Protists	Apicomplexans	28.806	40.2	GCA_000320685.1	-	-	-	AFNJ01	2499	-	-	2012/07/25	2013/11/01	Contig	Broad Institute	SAMN00710542
Babesia bovis	5865	PRJNA18731	18731	Protists	Apicomplexans	8.17971	41.6238	GCA_000165395.1	2	2	-	AAXT01	14	2047	1990	2007/08/06	2010/03/10	Chromosome	The J. Craig Venter Institute	SAMN02953679
Theileria annulata strain Ankara	353154	PRJNA153	153	Protists	Apicomplexans	8.35843	32.628	GCA_000003225.1	5	-	-	-	8	3852	3792	2005/05/15	2008/10/21	Chromosome	The Sanger Institute	-
Theileria parva	5875	PRJNA16138	16138	Protists	Apicomplexans	8.34761	34.0411	GCA_000165365.1	2	1	-	AAGK01	9	4141	4061	2005/06/30	2010/03/10	Chromosome	TIGR	SAMN02953620
Encephalitozoon cuniculi GB-M1	284813	PRJNA13833	13833	Fungi	Other Fungi	2.49752	47.3005	GCA_000091225.1	11	-	-	-	11	2029	1996	2001/02/05	2012/06/21	Chromosome with gaps	Genoscope	-
Encephalitozoon cuniculi EC3	989655	PRJNA63207	63207	Fungi	Other Fungi	2.2647	46.8	GCA_000221245.2	-	-	-	AEWR01	60	-	-	2011/07/22	2013/04/03	Contig	Broad Institute	SAMN02981314
Encephalitozoon cuniculi EC2	989654	PRJNA63205	63205	Fungi	Other Fungi	2.28123	46.8	GCA_000221265.2	-	-	-	AEWQ01	54	-	-	2011/07/22	2013/04/03	Contig	Broad Institute	SAMN02981313
Encephalitozoon cuniculi EC1	986730	PRJNA63135	63135	Fungi	Other Fungi	2.28811	46.9	GCA_000221285.2	-	-	-	AEWD01	71	-	-	2011/07/22	2013/04/03	Contig	Broad Institute	SAMN02981306
Aedes aegypti	7159	PRJNA12434	12434	Animals	Insects	1376.42	38.3	GCA_000004015.1	-	-	-	AAGE02	4522	16684	16785	2005/02/11	2014/08/06	Scaffold	TIGR	SAMN02953616
Anopheles gambiae str. PEST	180454	PRJNA1438	1438	Animals	Insects	265.027	44.5288	GCA_000005575.1	5	1	-	AAAB01	8145	13240	14099	2002/03/22	2011/09/28	Chromosome	The International Consortium for the Sequencing of Anopheles Genome	SAMN02952903
Anopheles gambiae M	377271	PRJNA20295	20295	Animals	Insects	224.417	44.4	GCA_000150765.1	-	-	-	ABKP02	10521	-	-	2008/02/22	2014/08/06	Scaffold	Washington University Genome Sequencing Center	SAMN02953721
Anopheles gambiae S	377270	PRJNA20301	20301	Animals	Insects	236.403	44.3	GCA_000150785.1	-	-	-	ABKQ02	13042	-	-	2008/02/22	2014/08/06	Scaffold	J. Craig Venter Institute	SAMN02953722
Drosophila melanogaster	7227	PRJNA13669	13669	Animals	Insects	139.485	42.3196	GCA_000001215.2	6	1	-	AABU01	2479	17176	30119	2002/04/30	2014/07/16	Chromosome	Department of Biochemistry, Michigan State University	-
Apis mellifera	7460	PRJNA10625	10625	Animals	Insects	250.287	34.1338	GCA_000002195.1	16	1	-	AADG06	5645	13592	21777	2003/12/19	2014/01/07	Chromosome	Human Genome Sequencing Center	SAMN00002455
Ciona intestinalis	7719	PRJNA187185	187185	Animals	Other Animals	115.228	35.9529	GCA_000224145.1	28	1	-	EAAA01	1272	25151	24078	2011/04/27	2011/04/27	Chromosome	NCBI	-
Danio rerio	7955	PRJNA11776	11776	Animals	Fishes	1412.46	36.7368	GCA_000002035.2	25	1	-	CABZ01	4560	42422	43342	2005/07/05	2010/05/21	Chromosome	Sanger Institute	-
Homo sapiens	9606	PRJNA1431	1431	Animals	Mammals	2863.65	41.1687	GCA_000002115.2	24	-	-	AADD01	4940	-	-	2004/02/03	2013/06/05	Chromosome	Celera Genomics	SAMN02981219
Homo sapiens	9606	PRJNA19621	19621	Animals	Mammals	2844	40.9312	GCA_000002125.2	24	-	-	ABBA01	4530	39747	37216	2007/05/22	2007/09/24	Chromosome	J. Craig Venter Institute	SAMN02981236
Homo sapiens	9606	PRJNA19621	19621	Animals	Mammals	3251.72	40.8997	GCA_000212995.1	24	-	-	ABSL01	187643	-	-	2008/08/05	2008/09/24	Chromosome	J. Craig Venter Institute	SAMN02981236
Homo sapiens	9606	PRJNA176729	176729	Animals	Mammals	3037.87	41.5359	GCA_000306695.2	23	1	-	AMYH02	163	40554	37376	2012/10/17	2014/02/03	Chromosome	Washington University School of Medicine	SAMN02205338
Homo sapiens	9606	PRJNA1431	1431	Animals	Mammals	2992.79	41.6379	GCA_000365445.1	24	-	-	AADC01	54061	-	-	2004/02/04	2013/05/31	Chromosome	Celera Genomics	SAMN02981219
Homo sapiens	9606	PRJNA42199	42199	Animals	Mammals	2911.24	40.9	GCA_000004845.2	-	-	-	ADDF02	125643	-	-	2013/06/05	2014/08/04	Scaffold	Beijing Genomics Institute	SAMN00003318
Homo sapiens	9606	PRJNA42201	42201	Animals	Mammals	2676.01	39.3	GCA_000005465.1	-	-	-	DAAB01	314786	-	-	2009/12/14	2010/06/21	Scaffold	Beijing Genomics Institute	-
Homo sapiens	9606	PRJNA59877	59877	Animals	Mammals	2786.26	40.7	GCA_000185165.1	-	-	-	AEKP01	11393	-	-	2011/01/03	2011/01/06	Scaffold	Broad Institute	SAMN02981291
Homo sapiens	9606	PRJNA213624	213624	Animals	Mammals	17.1294	42.2	GCA_000442295.1	-	-	-	AUXG01	170	-	-	2013/07/31	2013/07/31	Scaffold	Roche	SAMN02258483
Homo sapiens	9606	PRJNA28335	28335	Animals	Mammals	41.6688	40.9	GCA_000181135.1	-	-	-	ABKV01	-	-	-	2008/04/17	2014/08/04	Contig	Baylor College of Medicine	SAMN00001698
Mus musculus	10090	PRJNA11785	11785	Animals	Mammals	2775.06	42.5803	GCF_000002165.2	21	-	-	AAHY01	13033	41170	28980	2005/07/07	2007/06/20	Chromosome	Celera Genomics	-
Mus musculus	10090	PRJNA59879	59879	Animals	Mammals	2505.02	41.7	GCA_000185105.2	-	-	-	AEKQ02	2314	-	-	2011/01/03	2012/08/29	Scaffold	Broad Institute	SAMN02981292
Mus musculus	10090	PRJNA59879	59879	Animals	Mammals	2561.49	41.6	GCA_000185125.1	-	-	-	AEKR01	41268	-	-	2011/01/04	2011/01/06	Scaffold	Broad Institute	SAMN02981292
Mus musculus	10090	PRJNA60381	60381	Animals	Mammals	2578.29	41.6	GCA_000350445.1	-	-	-	AHBB01	9129	-	-	2013/04/02	2013/04/05	Scaffold	Broad Institute	SAMN00190744
Mus musculus	10090	PRJNA13183	13183	Animals	Mammals	2477.64	41.7	GCA_000181195.1	-	-	-	CAAA01	-	-	-	2002/05/15	2002/05/15	Contig	Mouse Genome Sequencing Consortium	-
Mus musculus	10090	PRJDB1093	197498	Animals	Mammals	1195.48	41.5	GCA_000389885.1	-	-	-	BAAG01	1237600	-	-	2013/04/19	2013/04/19	Contig	Research Organization of Information and Systems	-
Aspergillus terreus NIH2624	341663	PRJNA15631	15631	Fungi	Ascomycetes	29.364	52.9	GCA_000149615.1	-	-	-	AAJN01	27	10551	10401	2005/09/09	2014/08/06	Scaffold	Broad Institute	SAMN02953635
Aspergillus terreus ATCC 20542	285217	PRJNA187	187	Fungi	Ascomycetes	0.13852	53.6	GCA_000166915.1	-	-	-	AABT01	175	-	-	2002/12/19	2014/08/06	Contig	Microbia	SAMN02953582
Thalassiosira pseudonana CCMP1335	296543	PRJNA191	191	Other	Other	32.4374	46.9047	GCA_000149405.2	20	-	-	AAFD02	64	10902	10809	2004/10/07	2009/07/28	Chromosome	Diatom Consortium	SAMN02744045
Dictyostelium discoideum AX4	352472	PRJNA201	201	Protists	Other Protists	34.205	22.4631	GCA_000004695.1	6	1	1	AAFI02	41	13961	13315	2005/03/03	2010/01/29	Chromosome	The Dictyostelium discoideum Sequencing Consortium	SAMN02953606
Guillardia theta CCMP2712	905079	PRJNA53577	53577	Other	Other	87.1453	53.1	GCA_000315625.1	-	-	-	AEIE01	669	24923	24822	2012/11/02	2014/08/01	Scaffold	JGI	SAMN00116900
Guillardia theta	55529	PRJNA27847	27847	Other	Other	0.672788	27.5981	-	3	1	-	-	-	743	632	1999/04/05	2011/06/15	Complete	Institute for Marine Biosciences, Halifax, Canada	-
Gibberella zeae PH-1	229533	PRJNA13839	13839	Fungi	Ascomycetes	36.3541	48.2566	GCA_000240135.1	-	1	-	AACM01	11	11624	11628	2003/05/09	2014/08/06	Scaffold	International Gibberella zeae Genomics Consortium	-
Saccharomyces bayanus 623-6C	226231	PRJNA1443	1443	Fungi	Ascomycetes	11.8653	40.2	GCA_000167035.1	-	-	-	AACG02	586	-	-	2003/05/22	2014/08/06	Contig	Washington University School of Medicine	SAMN02953590
Saccharomyces bayanus MCYC 623	226127	PRJNA1441	1441	Fungi	Ascomycetes	11.4775	40.2	GCA_000166995.1	-	-	-	AACA01	1098	-	-	2003/03/28	2014/08/06	Contig	Broad Institute	SAMN02953586
Saccharomyces mikatae IFO 1815	226126	PRJNA374	374	Fungi	Ascomycetes	11.4703	38	GCA_000166975.1	-	-	-	AABZ01	1648	-	-	2003/03/28	2014/08/06	Contig	Broad Institute	SAMN02953585
Saccharomyces mikatae IFO 1815	226126	PRJNA9601	9601	Fungi	Ascomycetes	10.7717	38.1	GCA_000167055.1	-	-	-	AACH01	2808	-	-	2003/05/22	2014/08/06	Contig	Washington University School of Medicine	SAMN02953591
Cryptococcus neoformans var. neoformans JEC21	214684	PRJNA13856	13856	Fungi	Basidiomycetes	19.0519	48.5368	GCA_000091045.1	14	-	-	-	14	6617	6475	2005/01/07	2010/08/14	Chromosome with gaps	TIGR	-
Cryptococcus neoformans var. neoformans B-3501A	283643	PRJNA12386	12386	Fungi	Basidiomycetes	19.6998	48.5768	GCA_000149385.1	14	-	-	AAEY01	14	6609	6578	2004/07/13	2010/03/17	Chromosome	Stanford University	SAMN02953604
Magnaporthe oryzae 70-15	242507	PRJNA13840	13840	Fungi	Ascomycetes	40.9791	51.5882	GCA_000002495.2	7	-	-	AACU03	53	13032	12836	2003/10/31	2012/06/04	Chromosome	International Rice Blast Genome Consortium	SAMN02953596
Magnaporthe oryzae Y34	1143189	PRJNA82691	82691	Fungi	Ascomycetes	38.8724	51.3	GCA_000292585.1	-	-	-	AHZS01	1198	12862	12860	2012/08/21	2013/01/04	Scaffold	China Agricultural University	SAMN02981398
Magnaporthe oryzae P131	1143193	PRJNA82693	82693	Fungi	Ascomycetes	37.955	51.5	GCA_000292605.1	-	-	-	AHZT01	1822	12713	12713	2012/08/21	2013/01/04	Scaffold	China Agricultural University	SAMN02981399
Magnaporthe oryzae 4091-5-8	1274781	PRJNA184380	184380	Fungi	Ascomycetes	37.5191	50.6	GCA_000376765.1	-	-	-	AOCH01	-	-	-	2013/04/22	2013/04/22	Contig	Seoul National University	SAMN02981493
Magnaporthe oryzae HN19311	1405377	PRJNA209870	209870	Fungi	Ascomycetes	36.6575	51.8	GCA_000475075.1	-	-	-	ATNT01	2998	-	-	2013/10/21	2014/01/06	Contig	The Ohio State University, Department of Plant Pathology	SAMN02216973
Takifugu rubripes	31033	PRJNA1434	1434	Animals	Fishes	391.485	45.8414	GCA_000180615.2	22	1	-	CAAB02	7091	20308	19459	2002/08/22	2011/07/12	Chromosome	The Fugu Genome Sequencing Consortium	-
Ciona savignyi	51511	PRJNA1435	1435	Animals	Other Animals	587.353	37.1	GCA_000149265.1	-	-	-	AACT01	34009	-	-	2003/10/24	2014/08/05	Scaffold	Broad Institute	SAMN02952906
Plasmodium yoelii yoelii	73239	PRJNA1436	1436	Protists	Apicomplexans	23.1254	24.7	GCA_000003085.2	-	-	-	AABL01	5687	7403	7353	2002/10/03	2014/08/05	Contig	TIGR	SAMN02952904
Saccharomyces paradoxus NRRL Y-17217	226125	PRJNA1440	1440	Fungi	Ascomycetes	11.8726	38.7	GCA_000166955.1	-	-	-	AABY01	832	-	-	2003/03/28	2014/08/06	Contig	Broad Institute	SAMN02953584
Saccharomyces kudriavzevii FM1066	1163645	PRJNA42347	42347	Fungi	Ascomycetes	8.72945	39.8	GCA_000256765.1	-	-	-	AJHS01	1633	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829192
Saccharomyces kudriavzevii IFO 1802	226230	PRJNA1442	1442	Fungi	Ascomycetes	11.1891	39.8	GCA_000167075.2	-	-	-	AACI03	2054	3764	3764	2003/05/22	2014/08/06	Scaffold	Washington University School of Medicine	SAMN02953592
Saccharomyces kudriavzevii FM1056	1163633	PRJNA42347	42347	Fungi	Ascomycetes	10.0757	41.1	GCA_000256055.1	-	-	-	AJHP01	1780	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829180
Saccharomyces kudriavzevii FM1057	1163634	PRJNA42347	42347	Fungi	Ascomycetes	9.31839	39.3	GCA_000256745.1	-	-	-	AJHQ01	1717	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829181
Saccharomyces kudriavzevii FM1062	1163641	PRJNA42347	42347	Fungi	Ascomycetes	9.09322	39.4	GCA_000256785.1	-	-	-	AJHR01	1673	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829188
Saccharomyces kudriavzevii FM1073	1163639	PRJNA42347	42347	Fungi	Ascomycetes	9.38638	38.4	GCA_000256805.1	-	-	-	AJHW01	1706	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829186
Saccharomyces kudriavzevii FM1071	1165457	PRJNA42347	42347	Fungi	Ascomycetes	10.0825	39.1	GCA_000256825.1	-	-	-	AJHU01	1785	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829604
Saccharomyces kudriavzevii FM1072	1163638	PRJNA42347	42347	Fungi	Ascomycetes	10.0348	39.7	GCA_000256845.1	-	-	-	AJHV01	1781	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829185
Saccharomyces kudriavzevii FM1069	1163632	PRJNA42347	42347	Fungi	Ascomycetes	10.4009	39.5	GCA_000256865.1	-	-	-	AJHT01	1806	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829179
Saccharomyces kudriavzevii FM1076	1163643	PRJNA42347	42347	Fungi	Ascomycetes	10.0321	40.5	GCA_000256885.1	-	-	-	AJHZ01	1778	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829190
Saccharomyces kudriavzevii FM1075	1163642	PRJNA42347	42347	Fungi	Ascomycetes	9.54964	39.9	GCA_000256905.1	-	-	-	AJHY01	1735	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829189
Saccharomyces kudriavzevii FM1074	1163640	PRJNA42347	42347	Fungi	Ascomycetes	9.64686	38.5	GCA_000256925.1	-	-	-	AJHX01	1739	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829187
Saccharomyces kudriavzevii FM1094	1165458	PRJNA42347	42347	Fungi	Ascomycetes	8.57223	38.2	GCA_000256965.1	-	-	-	AJID01	1605	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829605
Saccharomyces kudriavzevii FM1077	1163644	PRJNA42347	42347	Fungi	Ascomycetes	10.2875	40	GCA_000256985.1	-	-	-	AJIA01	1803	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829191
Saccharomyces kudriavzevii FM1078	1163636	PRJNA42347	42347	Fungi	Ascomycetes	10.2117	39.5	GCA_000257005.1	-	-	-	AJIB01	1794	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829183
Saccharomyces kudriavzevii FM1079	1163637	PRJNA42347	42347	Fungi	Ascomycetes	9.92267	39	GCA_000257025.1	-	-	-	AJIC01	1757	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829184
Saccharomyces kudriavzevii ZP591	1165456	PRJNA42347	42347	Fungi	Ascomycetes	10.6821	39.8	GCA_000257045.1	-	-	-	AJIH01	1814	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829603
Saccharomyces kudriavzevii IFO1803	1163648	PRJNA42347	42347	Fungi	Ascomycetes	10.3644	39.8	GCA_000257065.1	-	-	-	AJIG01	1798	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829195
Saccharomyces kudriavzevii IFO10991	1163647	PRJNA42347	42347	Fungi	Ascomycetes	10.4793	40.4	GCA_000257085.1	-	-	-	AJIF01	1818	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829194
Saccharomyces kudriavzevii IFO10990	1163646	PRJNA42347	42347	Fungi	Ascomycetes	10.5207	40.5	GCA_000257105.1	-	-	-	AJIE01	1817	-	-	2012/03/23	2012/04/20	Scaffold	University of Colorado Denver Health Sciences Center	SAMN00829193
Naumovozyma castellii CBS 4309	1064592	PRJEA70625	70625	Fungi	Ascomycetes	11.2195	36.7559	GCA_000237345.1	10	-	-	-	10	5870	5592	2011/08/01	2012/05/11	Chromosome with gaps	Wolfe Laboratory, Smurfit Institute of Genetics, Trinity College Dublin	-
Naumovozyma castellii NRRL Y-12630	226301	PRJNA1444	1444	Fungi	Ascomycetes	11.2423	36.8	GCA_000167015.1	-	-	-	AACF01	570	-	-	2003/05/22	2014/08/06	Contig	Washington University School of Medicine	SAMN02953589
Lachancea kluyveri NRRL Y-12651	226302	PRJNA1445	1445	Fungi	Ascomycetes	11.5091	41.5088	GCA_000149225.1	8	-	-	AACE03	32	-	-	2003/05/22	2009/03/02	Chromosome	Washington University School of Medicine	SAMN02953588
Ustilago maydis 521	237631	PRJNA1446	1446	Fungi	Basidiomycetes	19.7993	53.735	GCA_000328475.1	-	1	-	AACP01	277	6671	6548	2003/07/29	2014/07/02	Contig	Broad Institute	SAMN02900459
Coprinopsis cinerea okayama7#130	240176	PRJNA1447	1447	Fungi	Basidiomycetes	36.1926	51.6	GCA_000182895.1	-	-	-	AACS02	68	13657	13356	2003/07/30	2014/08/06	Contig	Broad Institute	SAMN02953595
Rattus norvegicus	10116	PRJNA13999	13999	Animals	Mammals	2616.42	42.3564	GCF_000002265.2	21	-	-	AAHX01	7271	34962	26739	2005/07/08	2007/06/20	Chromosome	Celera Genomics	SAMN03000701
Rattus norvegicus	10116	PRJNA18689	18689	Animals	Mammals	21.5875	43.5	GCA_000180715.1	-	-	-	AAXM01	-	-	-	2007/04/10	2008/05/01	Contig	STAR - a SNP and haplotype map for the rat	SAMN02981232
Rattus norvegicus	10116	PRJNA18695	18695	Animals	Mammals	22.3969	42.6	GCA_000180775.1	-	-	-	AAXO01	-	-	-	2007/04/10	2007/04/11	Contig	STAR - a SNP and haplotype map for the rat	SAMN02981234
Rattus norvegicus	10116	PRJNA18687	18687	Animals	Mammals	27.2481	44.1	GCA_000180795.1	-	-	-	AAXL01	-	-	-	2007/04/10	2008/05/01	Contig	STAR - a SNP and haplotype map for the rat	SAMN02981231
Rattus norvegicus	10116	PRJNA18691	18691	Animals	Mammals	48.7205	42.2	GCA_000181015.1	-	-	-	AAXN01	-	-	-	2007/04/10	2008/05/01	Contig	STAR - a SNP and haplotype map for the rat	SAMN02981233
Rattus norvegicus	10116	PRJNA18693	18693	Animals	Mammals	50.2245	41.4	GCA_000181035.1	-	-	-	AAXP01	-	-	-	2007/04/10	2008/05/01	Contig	STAR - a SNP and haplotype map for the rat	SAMN02981235
Ashbya gossypii ATCC 10895	284811	PRJNA13834	13834	Fungi	Ascomycetes	9.11931	51.6989	GCA_000091025.4	7	1	-	-	8	5356	4776	2004/03/04	2012/08/17	Gapless Chromosome	Biozentrum, University of Basel, Switzerland	-
Branchiostoma floridae	7739	PRJNA20249	20249	Animals	Other Animals	521.895	41.2	GCA_000003815.1	-	-	-	ABEP02	398	28627	28623	2008/04/24	2014/08/06	Scaffold	DOE Joint Genome Institute	SAMN02953694
Bombyx mori	7091	PRJDA20217	20217	Animals	Insects	481.819	38.7993	GCA_000151625.1	-	1	-	BABH01	43463	14581	15065	2008/04/23	2009/03/03	Scaffold	The international silkworm genome sequencing consortium	-
Bombyx mori	7091	PRJNA13125	13125	Animals	Insects	397.687	37.8	GCA_000151715.1	-	-	-	AADK01	23156	-	-	2004/10/12	2014/08/05	Scaffold	Southwest Agricultural University, China	SAMN02952907
Bombyx mori	7091	PRJNA12259	12259	Animals	Insects	381.906	37.4	GCA_000181175.1	-	-	-	BAAB01	-	-	-	2004/04/27	2009/01/13	Contig	International Lepidopteran Genome Project	-
Bombyx mori	7091	PRJDA49727	49727	Animals	Insects	1.38918	44.9	GCA_000325555.1	-	-	-	BABU01	479	-	-	2012/04/11	2012/04/11	Contig	The University of Tokyo	-
Felis catus	9685	PRJNA16726	16726	Animals	Mammals	2455.54	42.0028	GCA_000181335.2	19	1	-	AANG02	6400	24755	29153	2006/04/27	2014/02/24	Chromosome	International Cat Genome Sequencing Consortium	SAMN02953640
Felis catus	9685	PRJNA32759	32759	Animals	Mammals	3160.29	45.6014	GCA_000003115.1	19	-	-	ACBE01	104434	-	-	2009/01/14	2009/03/16	Chromosome	NHGRI/Genome Technology Branch	SAMN03000705
Cyanidioschyzon merolae strain 10D	280699	PRJNA10792	10792	Other	Other	16.5467	55.0171	GCA_000091205.1	20	-	-	-	20	6170	4803	2004/04/09	2013/09/21	Gapless Chromosome	National Institute of Genetics, Japan	-
Xenopus (Silurana) tropicalis	8364	PRJNA12348	12348	Animals	Amphibians	1437.53	40.5	GCA_000004195.2	-	1	-	AAMC02	7728	27200	28589	2009/11/13	2013/11/01	Scaffold	DOE Joint Genome Institute	SAMN00000117
