#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Acinetobacter baumannii Naval-18	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval18-74	NZ_AFDA02000007.1	AFDA02000007	74.42	34.4504	108	-	-	-	108	-
Acinetobacter baumannii Naval-18	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval18-131	NZ_AFDA02000009.1	AFDA02000009	130.66	36.2904	143	-	-	-	143	-
Acinetobacter baumannii Naval-81	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval81-67	NZ_AFDB02000004.1	AFDB02000004	67.012	33.3821	93	-	-	-	93	-
Acinetobacter baumannii Naval-81	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval81-13	NZ_AFDB02000005.1	AFDB02000005	12.634	37.1458	15	-	-	-	15	-
Acinetobacter baumannii Naval-81	Bacteria	Proteobacteria	Gammaproteobacteria	pNaval81-26	NZ_AFDB02000003.1	AFDB02000003	26.089	34.0412	33	-	-	-	33	-
Acinetobacter baumannii OIFC032	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC032-8.6	NZ_AFCZ02000004.1	AFCZ02000004	8.604	31.59	15	-	-	-	15	-
Acinetobacter baumannii OIFC032	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC032-101	NZ_AFCZ02000003.1	AFCZ02000003	101.298	39.217	110	-	1	-	111	-
Acinetobacter baumannii OIFC109	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC109-122	NZ_ALAL01000013.1	ALAL01000013	122.469	35.8336	130	-	-	-	130	-
Acinetobacter baumannii OIFC137	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC137-122	NZ_AFDK01000004.1	AFDK01000004	122.461	35.8351	129	-	-	-	129	-
Acinetobacter baumannii OIFC143	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC143-6.2	NZ_AFDL01000007.1	AFDL01000007	6.241	31.95	10	-	-	-	10	-
Acinetobacter baumannii OIFC143	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC143-2.3	NZ_AFDL01000005.1	AFDL01000005	2.277	39.9209	2	-	-	-	2	-
Acinetobacter baumannii OIFC143	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC143-128	NZ_AFDL01000008.1	AFDL01000008	127.633	36.2806	135	-	-	-	135	-
Acinetobacter baumannii OIFC143	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC143-70	NZ_AFDL01000006.1	AFDL01000006	69.518	33.8732	94	-	-	-	94	-
Acinetobacter baumannii OIFC189	Bacteria	Proteobacteria	Gammaproteobacteria	pOIFC189-111	NZ_AFDM01000010.1	AFDM01000010	110.967	41.6169	116	-	1	-	117	-
Acinetobacter baumannii PKAB07	Bacteria	Proteobacteria	Gammaproteobacteria	pPKAB07	-	CP006964.1	8.805	34.4009	10	-	-	-	10	-
Acinetobacter baumannii SDF	Bacteria	Proteobacteria	Gammaproteobacteria	p1ABSDF	NC_010395.1	CU468231	6.106	34.5398	8	-	-	-	8	-
Acinetobacter baumannii SDF	Bacteria	Proteobacteria	Gammaproteobacteria	p3ABSDF	NC_010398.1	CU468233	24.922	34.3953	24	-	-	-	26	2
Acinetobacter baumannii SDF	Bacteria	Proteobacteria	Gammaproteobacteria	p2ABSDF	NC_010396.1	CU468232	25.014	34.8925	30	-	-	-	32	2
Acinetobacter baumannii TCDC-AB0715	Bacteria	Proteobacteria	Gammaproteobacteria	p2ABTCDC0715	NC_017166.1	CP002524	70.894	33.3399	95	-	-	-	95	-
Acinetobacter baumannii TCDC-AB0715	Bacteria	Proteobacteria	Gammaproteobacteria	p1ABTCDC0715	NC_017165.1	CP002523	8.731	34.3718	10	-	-	-	10	-
Acinetobacter baumannii UH10707	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH5-114	-	AYOI01000002.1	114.115	42.791	128	-	-	-	128	-
Acinetobacter baumannii UH19608	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH3b-7.8	-	AYFZ01000083.1	7.819	33.9685	9	-	-	-	9	-
Acinetobacter baumannii UH19608	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH2a-5.6	-	AYFZ01000080.2	5.636	37.154	8	-	-	-	8	-
Acinetobacter baumannii UH2107	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH4-111	-	AYFW01000101.1	111.007	41.6163	117	-	1	-	118	-
Acinetobacter baumannii UH7007	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH6b-10	-	AYFI01000019.1	10.03	36.8993	11	-	-	-	11	-
Acinetobacter baumannii UH7607	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH3a-8.2	-	AYFH01000048.1	8.19	34.4567	9	-	-	-	9	-
Acinetobacter baumannii UH7607	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH2b-5.4	-	AYFH01000057.1	5.355	36.7507	8	-	-	-	8	-
Acinetobacter baumannii UH9707	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH6a-8.8	-	AYEX01000118.1	8.763	34.406	10	-	-	-	10	-
Acinetobacter baumannii UH9907	Bacteria	Proteobacteria	Gammaproteobacteria	pABUH1-74	-	AYOH01000010.2	74.089	33.669	95	-	-	-	95	-
Acinetobacter baumannii ZW85-1	Bacteria	Proteobacteria	Gammaproteobacteria	pAbNDM-1	NC_019985.2	JN377410	48.368	40.748	51	-	-	-	51	-
Acinetobacter baumannii ZW85-1	Bacteria	Proteobacteria	Gammaproteobacteria	ZW85p2	NC_023031.1	CP006769	113.866	41.9019	119	-	-	-	119	-
Acinetobacter bereziniae CHI-40-1	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-BJ01	NC_023322.1	KF702385	45.826	40.0755	49	-	-	-	51	2
Acinetobacter calcoaceticus Acal H12O-07	Bacteria	Proteobacteria	Gammaproteobacteria	pMMCU1	NC_013056.1	GQ342610	8.771	34.7623	6	-	-	-	6	-
Acinetobacter calcoaceticus subsp. anitratus XM1570	Bacteria	Proteobacteria	Gammaproteobacteria	pXM1	NZ_CM001802.1	CM001802	47.274	40.8279	56	-	-	-	56	-
Acinetobacter calcoaceticus subsp. anitratus XM1570	Bacteria	Proteobacteria	Gammaproteobacteria	pXM2	NZ_CM001803.1	CM001803	93.891	37.6809	79	-	-	-	86	7
Acinetobacter lwoffii ABZ78	Bacteria	Proteobacteria	Gammaproteobacteria	pABZ78	NC_019323.1	JQ739158	4.797	65.666	5	-	-	-	6	-
Acinetobacter lwoffii WJ10659	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-BJ02	NC_019281.1	JQ060896	46.165	40.9293	44	-	-	-	44	-
Acinetobacter lwoffii WJ10621	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-BJ01	NC_019268.1	JQ001791	47.274	40.8279	46	-	-	-	46	-
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	pAB49-v1	NC_023281.1	KC417495	2.2	39.6818	2	-	-	-	2	-
Acinetobacter nosocomialis	Bacteria	Proteobacteria	Gammaproteobacteria	pRAY*-v3	NC_023280.1	KC417494	6.078	39.1741	5	-	-	-	5	-
Acinetobacter pittii	Bacteria	Proteobacteria	Gammaproteobacteria	pABCA95	NC_019322.2	JQ739157	6.544	47.6467	3	-	-	-	6	-
Acinetobacter pittii D499	Bacteria	Proteobacteria	Gammaproteobacteria	pAB_D499	NZ_AGFH01000030.1	AGFH01000030	47.101	40.7507	56	-	-	-	56	-
Acinetobacter radioresistens WC-A-157	Bacteria	Proteobacteria	Gammaproteobacteria	pWCA157-53	NZ_ALIR01000021.1	ALIR01000021	53.388	36.3958	55	-	-	-	55	-
Acinetobacter radioresistens WC-A-157	Bacteria	Proteobacteria	Gammaproteobacteria	pWCA157-6.5	NZ_ALIR01000020.1	ALIR01000020	6.534	36.3636	9	-	-	-	9	-
Acinetobacter radioresistens WC-A-157	Bacteria	Proteobacteria	Gammaproteobacteria	pWCA157-7.5	NZ_ALIR01000018.1	ALIR01000018	7.532	30.7754	8	-	-	-	8	-
Acinetobacter radioresistens WC-A-157	Bacteria	Proteobacteria	Gammaproteobacteria	pWCA157-71	NZ_ALIR01000019.1	ALIR01000019	70.57	37.5202	88	-	-	-	88	-
Acinetobacter sp. EB104	Bacteria	Proteobacteria	Gammaproteobacteria	pAC450	NC_002760.1	AJ311718	4.379	49.7374	4	-	-	-	4	-
Acinetobacter sp. SUN	Bacteria	Proteobacteria	Gammaproteobacteria	pRAY	NC_000923.1	AF003958	6.076	39.2528	10	-	-	-	10	-
Acinetobacter venetianus VE-C3	Bacteria	Proteobacteria	Gammaproteobacteria	pAV2	NC_010310.1	DQ278486	15.135	36.4123	16	-	-	-	16	-
Acinetobacter venetianus VE-C3	Bacteria	Proteobacteria	Gammaproteobacteria	pAV1	NC_010309.1	DQ278485	10.82	34.5564	11	-	-	-	11	-
Acinetobacter venetianus VE-C3	Bacteria	Proteobacteria	Gammaproteobacteria	pAV3	NZ_ALIG01000010.1	ALIG01000010	186.446	39.5573	170	-	-	-	178	8
Actinobacillus pleuropneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p12494	NC_010889.1	DQ517426	14.393	32.9327	10	-	-	-	10	-
Actinobacillus pleuropneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pTYM1	NC_003125.1	AF303375	4.242	47.9491	2	-	-	-	4	2
Actinobacillus pleuropneumoniae APPHB0503	Bacteria	Proteobacteria	Gammaproteobacteria	pHB0503	NC_010795.1	EU715370	15.079	41.6075	16	-	-	-	16	-
Actinobacillus pleuropneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pARD3079	NC_009625.1	AM748707	4.065	45.5105	7	-	-	-	7	-
Actinobacillus pleuropneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p9956	NC_010042.1	AY362554	5.674	41.3994	5	-	-	-	5	-
Actinobacillus pleuropneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKMA2425	NC_007098.1	AJ830714	3.156	46.5146	5	-	-	-	5	-
Actinobacillus pleuropneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p9555	NC_010069.1	AY359464	5.673	39.3619	9	-	-	-	9	-
Actinobacillus pleuropneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pPSAS1522	NC_007099.1	AJ877041	4.244	48.2092	6	-	-	-	7	1
Actinobacillus pleuropneumoniae APP11745	Bacteria	Proteobacteria	Gammaproteobacteria	p11745	NC_013546.1	DQ176855	5.486	38.097	4	-	-	-	4	-
Actinobacillus pleuropneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pMS260	NC_005312.1	AB109805	8.124	60.4751	10	-	-	-	10	-
Actinobacillus pleuropneumoniae serovar 7 str. AP76	Bacteria	Proteobacteria	Gammaproteobacteria	ABB7_B	NC_010941.1	CP001093	4.236	48.0878	4	-	-	-	4	-
Actinobacillus pleuropneumoniae serovar 7 str. AP76	Bacteria	Proteobacteria	Gammaproteobacteria	APP7_C	NC_010940.1	CP001092	3.533	41.7209	2	-	-	-	2	-
Actinobacillus pleuropneumoniae serovar 7 str. AP76	Bacteria	Proteobacteria	Gammaproteobacteria	APP7_A	NC_010942.1	CP001094	5.685	41.5128	5	-	-	-	5	-
Actinobacillus porcitonsillarum	Bacteria	Proteobacteria	Gammaproteobacteria	pKMA5	NC_009623.1	AM748705	9.549	39.491	10	-	-	-	12	2
Actinobacillus porcitonsillarum	Bacteria	Proteobacteria	Gammaproteobacteria	pIMD50	NC_007095.1	AJ830711	8.751	40.9782	10	-	-	-	12	2
Actinobacillus porcitonsillarum	Bacteria	Proteobacteria	Gammaproteobacteria	pKMA505	NC_007094.1	AJ830710	8.632	38.0908	12	-	-	-	14	2
Actinobacillus porcitonsillarum	Bacteria	Proteobacteria	Gammaproteobacteria	pKMA202	NC_009624.1	AM748706	13.425	39.27	14	-	-	-	18	4
Actinobacillus porcitonsillarum	Bacteria	Proteobacteria	Gammaproteobacteria	pKMA1467	NC_007096.1	AJ830712	11.115	38.7584	12	-	-	-	13	1
Actinobacillus porcitonsillarum	Bacteria	Proteobacteria	Gammaproteobacteria	pKMA757	NC_007097.1	AJ830713	4.556	48.6392	6	-	-	-	7	1
Advenella kashmirensis WT001	Bacteria	Proteobacteria	Betaproteobacteria	pWTk445	NC_017965.1	CP003556	57.884	46.7141	60	-	-	-	60	-
Advenella mimigardefordensis DPN7	Bacteria	Proteobacteria	Betaproteobacteria	24p	-	CP003916.1	23.61	45.7094	24	-	-	-	24	-
Aeromonas bestiarum 5S9	Bacteria	Proteobacteria	Gammaproteobacteria	pAb5S9	NC_009476.1	EF495198	24.716	54.0055	16	-	-	-	16	-
Aeromonas caviae HGB5	Bacteria	Proteobacteria	Gammaproteobacteria	pFBAOT6	NC_006143.1	-	84.749	57.2856	92	-	-	-	95	3
Aeromonas dhakensis AAK1	Bacteria	Proteobacteria	Gammaproteobacteria	pAAk1	NC_019014.1	AP012343	4.161	54.5542	3	-	-	-	3	-
Aeromonas hydrophila AO1	Bacteria	Proteobacteria	Gammaproteobacteria	pBRST7.6	NC_011207.1	EU925817	7.621	59.7297	6	-	-	-	6	-
Aeromonas hydrophila	Bacteria	Proteobacteria	Gammaproteobacteria	pAQ2-2	NC_016849.1	JN315885	6.903	51.7022	4	-	-	-	4	-
Aeromonas hydrophila	Bacteria	Proteobacteria	Gammaproteobacteria	pAHH01	NC_016852.1	JN315882	8.979	53.8367	14	-	-	-	14	-
Aeromonas hydrophila	Bacteria	Proteobacteria	Gammaproteobacteria	pAH3680	NC_013780.1	DQ402049	3.68	55.8152	2	-	-	-	2	-
Aeromonas hydrophila	Bacteria	Proteobacteria	Gammaproteobacteria	pRA3	NC_010919.1	DQ401103	45.909	53.5472	50	-	-	-	50	-
Aeromonas hydrophila	Bacteria	Proteobacteria	Gammaproteobacteria	pAHH04	NC_019262.1	JN315883	7.191	59.8804	5	-	-	-	5	-
Aeromonas hydrophila 410	Bacteria	Proteobacteria	Gammaproteobacteria	pAhy2.5	NC_021159.1	KC525245	2.524	56.5769	2	-	-	-	2	-
Aeromonas hydrophila	Bacteria	Proteobacteria	Gammaproteobacteria	pR148	NC_019380.1	JX141473	165.906	52.5074	146	-	-	-	146	-
Aeromonas hydrophila	Bacteria	Proteobacteria	Gammaproteobacteria	pRA1	NC_012885.1	FJ705807	143.963	50.5797	158	-	-	-	158	-
Aeromonas media WS	Bacteria	Proteobacteria	Gammaproteobacteria	pWSY	-	CP007568.1	11.276	55.9596	23	-	-	-	23	-
Aeromonas salmonicida	Bacteria	Proteobacteria	Gammaproteobacteria	pRAS3.1	NC_003123.1	AY043298	11.851	58.9149	7	-	-	-	7	-
Aeromonas salmonicida	Bacteria	Proteobacteria	Gammaproteobacteria	pRAS3.2	NC_003124.1	AY043299	11.823	59.0121	7	-	-	-	7	-
Aeromonas salmonicida	Bacteria	Proteobacteria	Gammaproteobacteria	pAsal3	NC_004340.1	AJ508384	5.249	52.1433	6	-	-	2	8	-
Aeromonas salmonicida	Bacteria	Proteobacteria	Gammaproteobacteria	pAsal2	NC_004339.1	AJ508383	5.424	57.0243	7	-	-	-	7	-
Aeromonas salmonicida	Bacteria	Proteobacteria	Gammaproteobacteria	pAsa6	NC_009352.2	AM258965	18.536	53.852	16	-	-	-	17	1
Aeromonas salmonicida	Bacteria	Proteobacteria	Gammaproteobacteria	pAsal1	NC_004338.1	AJ508382	6.371	55.0306	4	-	-	-	4	-
Aeromonas salmonicida subsp. salmonicida A449	Bacteria	Proteobacteria	Gammaproteobacteria	pAsa2	NC_004925.1	AY301064	5.247	52.2013	7	-	-	2	9	-
Aeromonas salmonicida subsp. salmonicida A449	Bacteria	Proteobacteria	Gammaproteobacteria	5	NC_009350.1	CP000646	155.098	54.3315	154	-	-	-	164	10
Aeromonas salmonicida subsp. salmonicida A449	Bacteria	Proteobacteria	Gammaproteobacteria	pAsa3	NC_004924.1	AY301065	5.616	54.5228	9	-	-	1	10	-
Aeromonas salmonicida subsp. salmonicida A449	Bacteria	Proteobacteria	Gammaproteobacteria	pAsa1	NC_004923.1	AY301063	5.424	57.0243	8	-	-	1	9	-
Aeromonas salmonicida subsp. salmonicida A449	Bacteria	Proteobacteria	Gammaproteobacteria	4	NC_009349.1	CP000645	166.749	52.7979	173	-	-	-	176	3
Aeromonas sobria	Bacteria	Proteobacteria	Gammaproteobacteria	pAQ2-1	NC_016611.1	JN315884	6.9	51.6087	4	-	-	-	4	-
Aggregatibacter actinomycetemcomitans VT745	Bacteria	Proteobacteria	Gammaproteobacteria	pVT745	NC_002579.1	AF302424	25.407	39.0247	36	-	-	-	36	-
Aggregatibacter actinomycetemcomitans S23A	Bacteria	Proteobacteria	Gammaproteobacteria	pS23A	NC_021724.1	JX436327	24.102	38.0093	40	-	-	-	40	-
Aggregatibacter actinomycetemcomitans D11S-1	Bacteria	Proteobacteria	Gammaproteobacteria	S57	NC_014629.1	GQ866235	23.886	38.353	41	-	-	-	41	-
Aggregatibacter actinomycetemcomitans D11S-1	Bacteria	Proteobacteria	Gammaproteobacteria	S25	NC_013438.1	GQ866234	31.045	33.2904	43	-	-	-	43	-
Agrobacterium fabrum str. C58	Bacteria	Proteobacteria	Alphaproteobacteria	At	NC_003064.2	AE007872	542.868	57.3316	542	-	-	-	557	15
Agrobacterium fabrum str. C58	Bacteria	Proteobacteria	Alphaproteobacteria	Ti	NC_003065.3	AE007871	214.233	56.6696	197	-	-	-	199	2
Agrobacterium radiobacter K84	Bacteria	Proteobacteria	Alphaproteobacteria	pAgK84	NC_011994.1	CP000632	44.42	53.5367	35	-	-	-	36	1
Agrobacterium radiobacter K84	Bacteria	Proteobacteria	Alphaproteobacteria	pAtK84c	NC_011987.1	CP000631	388.169	57.0084	366	-	-	-	373	7
Agrobacterium radiobacter K84	Bacteria	Proteobacteria	Alphaproteobacteria	pAtK84b	NC_011990.1	CP000630	184.668	58.9918	176	-	-	-	177	1
Agrobacterium rhizogenes MAFF03-01724	Bacteria	Proteobacteria	Alphaproteobacteria	pRi1724	NC_002575.1	AP002086	217.594	57.3164	173	-	-	-	173	-
Agrobacterium rhizogenes K599	Bacteria	Proteobacteria	Alphaproteobacteria	pRi2659	NC_010841.1	EU186381	185.462	58.1176	146	-	-	-	146	-
Agrobacterium sp. H13-3	Bacteria	Proteobacteria	Alphaproteobacteria	pAspH13-3a	NC_015184.1	CP002250	601.551	57.4184	651	-	-	-	651	-
Agrobacterium tumefaciens Bo542	Bacteria	Proteobacteria	Alphaproteobacteria	Ti plasmid pTiBo542	NC_010929.1	DQ058764	244.978	55.1245	223	-	-	-	223	-
Agrobacterium tumefaciens K84	Bacteria	Proteobacteria	Alphaproteobacteria	pAgK84	NC_006277.2	AY442931	44.42	53.5367	36	-	-	-	36	-
Agrobacterium tumefaciens F64/95	Bacteria	Proteobacteria	Alphaproteobacteria	pAoF64/95	NC_019555.1	JX683454	176.574	58.8167	178	-	-	-	178	-
Agrobacterium tumefaciens	Bacteria	Proteobacteria	Alphaproteobacteria	Ti	NC_002377.1	AF242881	194.14	54.6235	157	-	-	-	157	-
Agrobacterium tumefaciens MAFF301001	Bacteria	Proteobacteria	Alphaproteobacteria	pTi-SAKURA	NC_002147.1	AB016260	206.479	56.0018	195	-	-	-	196	-
Agrobacterium tumefaciens F2	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed p2	NZ_AFSD01000008.1	AFSD01000008	401.969	59.5252	398	-	-	-	398	-
Agrobacterium tumefaciens F2	Bacteria	Proteobacteria	Alphaproteobacteria	unnamed p1	NZ_AFSD01000007.1	AFSD01000007	105.065	56.7144	130	-	-	-	130	-
Agrobacterium tumefaciens LBA4213 (Ach5)	Bacteria	Proteobacteria	Alphaproteobacteria	pTi	-	CP007228.1	205.997	55.0265	187	-	-	-	187	-
Agrobacterium tumefaciens LBA4213 (Ach5)	Bacteria	Proteobacteria	Alphaproteobacteria	pAt	-	CP007227.1	556.485	57.6456	535	-	-	-	535	-
Agrobacterium tumefaciens P4	Bacteria	Proteobacteria	Alphaproteobacteria	pA	NZ_CM002260.1	CM002260	661.825	56.7399	-	-	-	-	-	-
Agrobacterium vitis S4	Bacteria	Proteobacteria	Alphaproteobacteria	pAtS4e	NC_011981.1	CP000638	631.775	56.5652	529	-	-	-	543	14
Agrobacterium vitis S4	Bacteria	Proteobacteria	Alphaproteobacteria	pAtS4a	NC_011986.1	CP000639	78.73	56.7611	82	-	-	-	82	-
Agrobacterium vitis S4	Bacteria	Proteobacteria	Alphaproteobacteria	pAtS4c	NC_011984.1	CP000636	211.62	58.6178	178	-	-	-	197	19
Agrobacterium vitis S4	Bacteria	Proteobacteria	Alphaproteobacteria	pAtS4b	NC_011991.1	CP000635	130.435	56.2311	107	-	-	-	109	2
Agrobacterium vitis S4	Bacteria	Proteobacteria	Alphaproteobacteria	pTiS4	NC_011982.1	CP000637	258.824	56.6574	205	-	-	1	238	32
Alicycliphilus denitrificans BC	Bacteria	Proteobacteria	Betaproteobacteria	pALIDE02	NC_014911.1	CP002451	78.982	64.4349	87	-	-	-	92	5
Alicycliphilus denitrificans BC	Bacteria	Proteobacteria	Betaproteobacteria	pALIDE01	NC_014908.1	CP002450	119.718	58.3003	125	-	-	-	131	6
Alicycliphilus denitrificans K601	Bacteria	Proteobacteria	Betaproteobacteria	pALIDE201	NC_015423.1	CP002658	75.488	62.2324	89	-	-	-	89	-
Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Bacteria	Firmicutes	Bacilli	pAACI03	NC_013208.1	CP001730	7.907	54.3443	6	-	-	-	6	-
Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Bacteria	Firmicutes	Bacilli	pAACI01	NC_013206.1	CP001728	91.726	54.1351	98	-	-	-	98	-
Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446	Bacteria	Firmicutes	Bacilli	pAACI02	NC_013207.1	CP001729	87.298	55.424	92	-	-	-	99	7
Aliivibrio fischeri ES657	Bacteria	Proteobacteria	Gammaproteobacteria	pES657-44	NC_016853.1	JQ031551	48.951	38.0952	83	-	-	-	83	-
Aliivibrio fischeri CG103	Bacteria	Proteobacteria	Gammaproteobacteria	pCG103-32	NC_016850.1	JQ031550	32.073	37.2245	37	-	-	-	37	-
Aliivibrio fischeri KB1A-97	Bacteria	Proteobacteria	Gammaproteobacteria	pKB1A97-67	NC_016851.1	JQ031552	76.221	41.6906	99	-	-	-	99	-
Aliivibrio fischeri ES213	Bacteria	Proteobacteria	Gammaproteobacteria	pES213	NC_011403.1	AY465897	5.501	37.9204	9	-	-	-	9	-
Aliivibrio salmonicida LFI1238	Bacteria	Proteobacteria	Gammaproteobacteria	pVSAL43	NC_011316.1	FM178384	4.327	35.6136	3	-	-	-	3	-
Aliivibrio salmonicida LFI1238	Bacteria	Proteobacteria	Gammaproteobacteria	pVSAL320	NC_011314.1	FM178382	30.807	37.287	29	-	-	-	29	-
Aliivibrio salmonicida LFI1238	Bacteria	Proteobacteria	Gammaproteobacteria	pVSAL54	NC_011315.1	FM178383	5.36	38.097	3	-	-	-	3	-
Aliivibrio salmonicida LFI1238	Bacteria	Proteobacteria	Gammaproteobacteria	pVSAL840	NC_011311.1	FM178381	83.54	40.0706	72	-	-	-	72	-
Allochromatium vinosum DSM 180	Bacteria	Proteobacteria	Gammaproteobacteria	pALVIN02	NC_013862.1	CP001898	39.929	53.4699	48	-	-	-	49	1
Allochromatium vinosum DSM 180	Bacteria	Proteobacteria	Gammaproteobacteria	pALVIN01	NC_013852.1	CP001897	102.242	61.9383	119	-	-	-	127	8
alpha proteobacterium endosymbiont of Amoeba proteus	Bacteria	Proteobacteria	Alphaproteobacteria	pAP3.9	NC_010983.1	EU727537	3.869	34.6601	3	-	-	-	3	-
Alteromonas macleodii AltDE1	Bacteria	Proteobacteria	Gammaproteobacteria	pAMDE1-300	NC_019394.1	CP003918	303.282	41.4317	276	-	-	-	276	-
Alteromonas macleodii str. 'Balearic Sea AD45'	Bacteria	Proteobacteria	Gammaproteobacteria	pAMBAS45	NC_018680.1	CP003874	45.406	49.7247	54	-	-	-	54	-
Alteromonas macleodii str. 'English Channel 615'	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NC_021709.1	CP004847	200.847	42.9227	216	-	-	-	216	-
Alteromonas macleodii str. 'Ionian Sea U4'	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NC_021711.1	CP004850	303.282	41.4317	282	-	-	-	282	-
Alteromonas macleodii str. 'Ionian Sea UM7'	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NC_021718.1	CP004854	303.282	41.4317	281	-	-	-	281	-
Ammonifex degensii KC4	Bacteria	Firmicutes	Clostridia	pADEG01	NC_013386.1	CP001786	27.83	60.7438	28	-	-	-	29	1
Amycolatopsis benzoatilytica DSM 43387	Bacteria	Actinobacteria	Actinobacteria	pA387	NC_010905.1	EF375609	30.157	71.7412	16	-	-	-	16	-
Amycolatopsis japonica	Bacteria	Actinobacteria	Actinobacteria	pAmyja1	-	CP008954.1	92.539	68.2296	126	-	-	-	126	-
Amycolatopsis mediterranei	Bacteria	Actinobacteria	Actinobacteria	pMEA100	NC_010852.1	EU149765	23.29	68.4414	27	-	-	-	27	-
Amycolatopsis orientalis HCCB10007	Bacteria	Actinobacteria	Actinobacteria	pXL100	NC_023497.1	CP003411	33.499	68.9006	49	-	-	-	49	-
Amycolicicoccus subflavus DQS3-9A1	Bacteria	Actinobacteria	Actinobacteria	pAS9A-2	NC_015561.1	CP002788	106.784	61.8576	121	-	-	-	121	-
Amycolicicoccus subflavus DQS3-9A1	Bacteria	Actinobacteria	Actinobacteria	pAS9A-1	NC_015560.1	CP002787	17.897	63.8655	27	-	-	-	27	-
Anabaena cylindrica PCC 7122	Bacteria	Cyanobacteria	Nostocales	pANACY.02	NC_020157.1	CP003661	177.682	38.0781	140	-	-	-	155	15
Anabaena cylindrica PCC 7122	Bacteria	Cyanobacteria	Nostocales	pANACY.04	NC_019774.1	CP003663	97.606	40.0938	59	-	-	-	64	5
Anabaena cylindrica PCC 7122	Bacteria	Cyanobacteria	Nostocales	pANACY.03	NC_019773.1	CP003662	128.78	38.3701	127	-	-	-	136	9
Anabaena cylindrica PCC 7122	Bacteria	Cyanobacteria	Nostocales	pANACY.06	NC_019775.1	CP003665	22.823	37.1161	24	-	-	-	24	-
Anabaena cylindrica PCC 7122	Bacteria	Cyanobacteria	Nostocales	pANACY.01	NC_019772.1	CP003660	219.925	39.1024	150	-	-	-	159	9
Anabaena cylindrica PCC 7122	Bacteria	Cyanobacteria	Nostocales	pANACY.05	NC_020056.1	CP003664	20.633	38.1961	18	-	-	-	19	1
Anabaena sp. 90	Bacteria	Cyanobacteria	Nostocales	pANA02	NC_019429.1	CP003287	56.037	37.254	47	-	-	-	51	4
Anabaena sp. 90	Bacteria	Cyanobacteria	Nostocales	pANA01	NC_019428.1	CP003286	80.384	37.2313	88	-	-	-	93	5
Anabaena sp. 90	Bacteria	Cyanobacteria	Nostocales	pANA03	NC_019440.1	CP003288	20.025	37.4182	22	-	-	-	22	-
Anabaena variabilis ATCC 29413	Bacteria	Cyanobacteria	Nostocales	D	NC_021575.1	KC733807	27.051	39.4588	18	-	-	-	18	-
Anabaena variabilis ATCC 29413	Bacteria	Cyanobacteria	Nostocales	B	NC_007411.1	CP000120	35.762	38.499	31	-	-	-	32	1
Anabaena variabilis ATCC 29413	Bacteria	Cyanobacteria	Nostocales	C	NC_007412.1	CP000121	300.758	41.9533	243	-	1	-	248	4
Anabaena variabilis ATCC 29413	Bacteria	Cyanobacteria	Nostocales	A	NC_007410.1	CP000119	366.354	40.5332	344	-	-	-	350	6
